
=== 采集时间: 2025-12-05 15:24:18 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
24	0.0023	-3	9	-20
25	0.0024	61	-4	-32
26	0.0025	26	13	10
27	0.0026	28	-12	-93
28	0.0027	-10	70	-41
29	0.0028	-67	-7	76
30	0.0029	-76	64	15
31	0.0030	-21	-87	-3
32	0.0031	-59	-12	-10
33	0.0032	10	-16	83
34	0.0033	-33	77	31
35	0.0034	-3	74	9
36	0.0035	-61	-78	10
37	0.0036	-81	-75	-8
38	0.0037	46	2	-17
39	0.0038	28	84	-15
40	0.0039	36	49	83
41	0.0040	-49	-15	-58
42	0.0041	45	-46	-49
43	0.0042	-97	1	-8
44	0.0043	79	3	-11
45	0.0044	-2	69	-27
46	0.0045	30	-98	46
47	0.0046	-40	-25	-51
48	0.0047	71	133	114
49	0.0048	-81	159	140
50	0.0049	-28	-96	-23
51	0.0050	57	-97	-42
52	0.0051	-111	-78	46
53	0.0052	13	113	58
54	0.0053	65	176	41
55	0.0054	-34	-32	-7
56	0.0055	19	-79	-83
57	0.0056	7	-66	-140
58	0.0057	40	50	-45
59	0.0058	-24	99	79
60	0.0059	-17	9	40
61	0.0060	-21	-59	-2
62	0.0061	-102	-61	26
63	0.0062	-10	11	41
64	0.0063	20	65	2
65	0.0064	71	9	58
66	0.0065	-24	-58	-14
67	0.0066	15	-12	-51
68	0.0067	-87	7	58
69	0.0068	-59	83	73
70	0.0069	-66	9	11
71	0.0070	60	15	57
72	0.0071	-2	-23	-58
73	0.0072	87	-37	-3
74	0.0073	-4	101	14
75	0.0074	-41	-63	23
76	0.0075	44	7	-114
77	0.0076	-27	-112	-94
78	0.0077	-4	-23	-23
79	0.0078	7	-12	-31
80	0.0079	0	30	88
81	0.0080	74	131	157
82	0.0081	-11	52	-14
83	0.0082	14	-23	-29
84	0.0083	-58	-46	-83
85	0.0084	-27	-4	-59
86	0.0085	80	154	48
87	0.0086	-36	2	19
88	0.0087	45	-33	75
89	0.0088	-89	-15	43
90	0.0089	-6	53	60
91	0.0090	78	121	93
92	0.0091	-28	31	31
93	0.0092	105	-31	-28
94	0.0093	-14	-65	-31
95	0.0094	1	-29	-61
96	0.0095	-17	83	86
97	0.0096	-25	36	1
98	0.0097	49	-37	-110
99	0.0098	2	0	67
100	0.0099	-58	35	63

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	543	795	-14
2	0.001	535	-3338	-185
3	0.002	775	-963	51
4	0.003	252	-2407	379
5	0.004	159	-157	452
6	0.005	534	-211	-643
7	0.006	559	732	-597
8	0.007	257	-220	-599
9	0.008	982	-908	-804
10	0.009	962	-1204	-763
================================================================================

=== 采集时间: 2025-12-05 15:24:36 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	3	48	-23
2	0.0001	-66	57	49
3	0.0002	-38	-139	2
4	0.0003	-3	43	-50
5	0.0004	32	43	164
6	0.0005	-75	133	105
7	0.0006	167	33	-67
8	0.0007	-88	-179	-154
9	0.0008	56	-104	-84
10	0.0009	-3	116	-59
11	0.0010	109	84	103
12	0.0011	-45	75	138
13	0.0012	-27	-117	79
14	0.0013	-68	-10	-164
15	0.0014	-126	-174	-67
16	0.0015	53	158	-4
17	0.0016	30	65	61
18	0.0017	118	64	101
19	0.0018	-54	-21	33
20	0.0019	-84	-75	-93
21	0.0020	-70	-6	-113
22	0.0021	-21	-66	-83
23	0.0022	39	54	63
24	0.0023	40	65	150
25	0.0024	-15	14	65
26	0.0025	-11	-50	30
27	0.0026	-87	-11	-27
28	0.0027	48	-24	-85
29	0.0028	44	41	-91
30	0.0029	71	-41	-119
31	0.0030	50	45	40
32	0.0031	-33	64	127
33	0.0032	1	40	79
34	0.0033	-17	9	86
35	0.0034	-28	-34	-49
36	0.0035	13	-4	-109
37	0.0036	33	91	-3
38	0.0037	49	39	69
39	0.0038	70	-38	20
40	0.0039	-44	-62	5
41	0.0040	-47	-55	-33
42	0.0041	-85	54	-51
43	0.0042	-46	39	-4
44	0.0043	-36	-6	106
45	0.0044	3	-28	46
46	0.0045	-10	-28	63
47	0.0046	-58	11	-21
48	0.0047	46	27	-89
49	0.0048	-81	-44	-7
50	0.0049	24	-10	-42
51	0.0050	60	32	41
52	0.0051	-42	-19	6
53	0.0052	60	-27	-38
54	0.0053	-24	-11	-44
55	0.0054	78	-8	32
56	0.0055	-72	5	-41
57	0.0056	60	7	58
58	0.0057	-44	23	9
59	0.0058	16	-36	2
60	0.0059	-16	65	-40
61	0.0060	23	-6	61
62	0.0061	-21	45	-66
63	0.0062	65	-50	49
64	0.0063	-55	36	-33
65	0.0064	70	-3	19
66	0.0065	-14	33	-20
67	0.0066	0	-65	14
68	0.0067	5	18	-3
69	0.0068	-16	2	105
70	0.0069	-54	33	43
71	0.0070	57	49	-7
72	0.0071	-59	-2	-63
73	0.0072	24	-40	-19
74	0.0073	-61	7	3
75	0.0074	-40	9	39
76	0.0075	-28	-2	30
77	0.0076	13	23	-3
78	0.0077	-20	19	46
79	0.0078	78	62	91
80	0.0079	-64	-7	-25
81	0.0080	120	-20	6
82	0.0081	-83	40	-44
83	0.0082	71	-32	44
84	0.0083	-102	44	-61
85	0.0084	107	-63	2
86	0.0085	-111	57	-19
87	0.0086	50	-62	45
88	0.0087	-29	150	-14
89	0.0088	-8	-91	62
90	0.0089	-15	41	-106
91	0.0090	2	-49	82
92	0.0091	-12	156	70
93	0.0092	27	14	33
94	0.0093	41	10	33
95	0.0094	30	-10	-25
96	0.0095	-70	-71	53
97	0.0096	40	71	-32
98	0.0097	13	49	26
99	0.0098	-76	69	133
100	0.0099	31	43	65

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-797	-104	741
2	0.001	-1197	99	573
3	0.002	-1075	1247	182
4	0.003	-865	695	353
5	0.004	-590	-134	105
6	0.005	362	-1644	353
7	0.006	-32	-2004	491
8	0.007	124	2410	504
9	0.008	135	-725	561
10	0.009	-145	481	756
================================================================================

=== 采集时间: 2025-12-05 15:24:37 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	11	5	-91
2	0.0001	-2	35	136
3	0.0002	-57	146	52
4	0.0003	95	27	52
5	0.0004	-23	-24	-72
6	0.0005	7	-46	5
7	0.0006	-42	128	1
8	0.0007	-70	5	104
9	0.0008	14	-4	9
10	0.0009	-4	-106	-15
11	0.0010	-21	10	-27
12	0.0011	-44	-17	10
13	0.0012	-63	20	-54
14	0.0013	53	-24	3
15	0.0014	-61	7	74
16	0.0015	69	-14	23
17	0.0016	15	79	-6
18	0.0017	-58	-19	63
19	0.0018	74	94	-11
20	0.0019	0	-33	-89
21	0.0020	39	43	32
22	0.0021	-87	35	90
23	0.0022	6	-10	57
24	0.0023	2	48	-2
25	0.0024	7	-75	-25
26	0.0025	48	16	-83
27	0.0026	-17	-29	-41
28	0.0027	-12	-63	-14
29	0.0028	-29	-8	-83
30	0.0029	1	10	49
31	0.0030	-45	37	32
32	0.0031	35	48	101
33	0.0032	-40	70	43
34	0.0033	23	-23	66
35	0.0034	-32	37	-19
36	0.0035	20	-10	1
37	0.0036	49	61	-4
38	0.0037	-50	-45	5
39	0.0038	37	-2	1
40	0.0039	-6	35	-25
41	0.0040	-29	-45	2
42	0.0041	70	70	-20
43	0.0042	-36	-96	16
44	0.0043	18	22	37
45	0.0044	-78	47	6
46	0.0045	-23	27	37
47	0.0046	-14	28	-72
48	0.0047	61	-88	-87
49	0.0048	86	28	-74
50	0.0049	44	-49	31
51	0.0050	-16	32	11
52	0.0051	-23	14	-28
53	0.0052	53	28	-28
54	0.0053	-34	-38	11
55	0.0054	28	57	14
56	0.0055	-51	-27	31
57	0.0056	-68	-8	-33
58	0.0057	-10	39	23
59	0.0058	-51	-44	11
60	0.0059	30	18	60
61	0.0060	39	-14	28
62	0.0061	82	74	-59
63	0.0062	-50	-53	7
64	0.0063	-38	-27	-126
65	0.0064	-51	-2	-14
66	0.0065	-15	78	48
67	0.0066	41	16	28
68	0.0067	19	41	74
69	0.0068	-32	-49	2
70	0.0069	15	-28	-51
71	0.0070	-14	32	-70
72	0.0071	56	19	-17
73	0.0072	-46	-7	-53
74	0.0073	43	-125	9
75	0.0074	-85	11	30
76	0.0075	74	148	181
77	0.0076	-29	100	58
78	0.0077	39	-108	-32
79	0.0078	-79	-125	-97
80	0.0079	-50	65	28
81	0.0080	78	222	155
82	0.0081	33	116	88
83	0.0082	60	-33	-7
84	0.0083	43	-153	-94
85	0.0084	-46	-70	-135
86	0.0085	33	141	41
87	0.0086	-33	109	67
88	0.0087	108	-20	58
89	0.0088	-59	-172	-12
90	0.0089	-27	9	103
91	0.0090	-97	73	-4
92	0.0091	-29	10	-85
93	0.0092	7	-33	-102
94	0.0093	45	-36	-45
95	0.0094	10	75	117
96	0.0095	-53	94	109
97	0.0096	10	39	-38
98	0.0097	58	-12	-70
99	0.0098	26	-98	-97
100	0.0099	2	26	37

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	581	1202	-694
2	0.001	981	338	-859
3	0.002	750	-254	-429
4	0.003	641	-1722	4
5	0.004	701	-345	293
6	0.005	-78	1939	-545
7	0.006	525	1897	-1185
8	0.007	462	-2384	-1047
9	0.008	937	48	-1113
10	0.009	606	-751	-581
================================================================================

=== 采集时间: 2025-12-05 15:24:37 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	10	-65	-24
2	0.0001	-16	-58	-63
3	0.0002	40	15	32
4	0.0003	-70	-48	24
5	0.0004	15	-12	49
6	0.0005	-21	13	-61
7	0.0006	-40	-14	43
8	0.0007	-42	79	91
9	0.0008	-44	-16	-10
10	0.0009	0	87	31
11	0.0010	13	18	-41
12	0.0011	9	-3	18
13	0.0012	-3	65	83
14	0.0013	41	-36	-64
15	0.0014	2	-20	-58
16	0.0015	30	-17	7
17	0.0016	-40	-27	-61
18	0.0017	122	43	16
19	0.0018	-36	-15	-17
20	0.0019	32	-25	97
21	0.0020	20	26	-41
22	0.0021	-33	-65	2
23	0.0022	14	57	-41
24	0.0023	-61	1	5
25	0.0024	32	56	32
26	0.0025	-70	27	50
27	0.0026	60	9	-2
28	0.0027	-10	22	6
29	0.0028	16	-36	35
30	0.0029	-10	27	-16
31	0.0030	71	54	1
32	0.0031	0	-12	-31
33	0.0032	62	15	35
34	0.0033	5	-29	-53
35	0.0034	52	19	-10
36	0.0035	-46	49	11
37	0.0036	-72	-2	50
38	0.0037	-33	26	-74
39	0.0038	3	-29	3
40	0.0039	27	9	2
41	0.0040	22	91	80
42	0.0041	-32	15	33
43	0.0042	-55	-58	-64
44	0.0043	30	-57	-77
45	0.0044	15	-16	-31
46	0.0045	65	95	97
47	0.0046	-25	-8	-3
48	0.0047	65	44	37
49	0.0048	-71	-92	3
50	0.0049	41	-46	-89
51	0.0050	39	-3	-80
52	0.0051	-40	22	7
53	0.0052	52	32	50
54	0.0053	18	74	-45
55	0.0054	-6	-81	-44
56	0.0055	-80	-40	27
57	0.0056	-38	-8	-50
58	0.0057	3	31	-68
59	0.0058	84	44	27
60	0.0059	-62	-70	-7
61	0.0060	-19	52	86
62	0.0061	-108	56	74
63	0.0062	0	-6	28
64	0.0063	-51	2	14
65	0.0064	28	-21	52
66	0.0065	-19	66	-87
67	0.0066	67	-48	-33
68	0.0067	-101	27	80
69	0.0068	30	5	46
70	0.0069	37	37	-74
71	0.0070	49	-19	28
72	0.0071	7	1	-53
73	0.0072	60	40	-47
74	0.0073	15	9	52
75	0.0074	-16	-40	46
76	0.0075	31	39	-3
77	0.0076	-67	-21	52
78	0.0077	-108	-20	28
79	0.0078	1	-3	-4
80	0.0079	-49	58	40
81	0.0080	33	26	61
82	0.0081	-27	-101	-53
83	0.0082	-11	-29	1
84	0.0083	-87	-8	-59
85	0.0084	20	50	-51
86	0.0085	37	53	-17
87	0.0086	41	-4	31
88	0.0087	26	-12	11
89	0.0088	-8	-4	15
90	0.0089	-101	13	75
91	0.0090	-28	121	14
92	0.0091	60	11	-89
93	0.0092	-71	-75	49
94	0.0093	-46	-95	-31
95	0.0094	-21	61	-24
96	0.0095	3	56	43
97	0.0096	-58	-87	44
98	0.0097	36	35	-87
99	0.0098	32	-40	-29
100	0.0099	-84	28	83

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	123	-1916	577
2	0.001	214	-31	485
3	0.002	-362	873	741
4	0.003	-913	952	675
5	0.004	-528	-1732	546
6	0.005	481	-1242	4
7	0.006	644	-834	-303
8	0.007	550	-2580	-83
9	0.008	710	-1280	327
10	0.009	328	-511	398
================================================================================

=== 采集时间: 2025-12-05 15:24:37 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-36	20	-2
2	0.0001	-38	-34	32
3	0.0002	-24	-19	15
4	0.0003	-2	-20	-15
5	0.0004	69	36	-38
6	0.0005	31	3	-31
7	0.0006	35	-25	-21
8	0.0007	-7	47	44
9	0.0008	-58	-44	48
10	0.0009	-10	45	-50
11	0.0010	7	-45	-32
12	0.0011	-41	-16	44
13	0.0012	37	73	31
14	0.0013	-29	69	152
15	0.0014	-75	6	37
16	0.0015	-24	-144	-61
17	0.0016	20	23	-126
18	0.0017	-46	-33	91
19	0.0018	30	108	53
20	0.0019	-32	35	19
21	0.0020	-16	-14	174
22	0.0021	-135	-101	-70
23	0.0022	125	-17	-57
24	0.0023	-72	103	106
25	0.0024	27	62	136
26	0.0025	10	159	7
27	0.0026	-42	-123	26
28	0.0027	-102	-50	-27
29	0.0028	19	-20	-32
30	0.0029	32	128	19
31	0.0030	48	64	54
32	0.0031	58	-21	-68
33	0.0032	57	-14	-45
34	0.0033	-50	-44	76
35	0.0034	23	88	-17
36	0.0035	78	50	-31
37	0.0036	-47	-37	-45
38	0.0037	40	-28	30
39	0.0038	-58	41	45
40	0.0039	16	44	93
41	0.0040	20	36	-23
42	0.0041	37	-63	-68
43	0.0042	-31	-68	-93
44	0.0043	7	3	-28
45	0.0044	88	108	-28
46	0.0045	-3	27	121
47	0.0046	79	-25	-46
48	0.0047	-2	-3	-25
49	0.0048	-58	27	87
50	0.0049	-63	36	-4
51	0.0050	-98	-10	-12
52	0.0051	-3	-49	-37
53	0.0052	10	62	-2
54	0.0053	-19	-19	43
55	0.0054	-40	6	58
56	0.0055	-61	16	45
57	0.0056	22	-3	-27
58	0.0057	-24	30	20
59	0.0058	9	-14	116
60	0.0059	-8	79	74
61	0.0060	83	39	-14
62	0.0061	67	-28	-27
63	0.0062	-25	39	2
64	0.0063	-27	-17	7
65	0.0064	-68	60	-14
66	0.0065	-7	-44	22
67	0.0066	-57	-8	-6
68	0.0067	45	40	7
69	0.0068	-17	-10	-15
70	0.0069	2	52	11
71	0.0070	9	9	-33
72	0.0071	9	11	2
73	0.0072	44	45	63
74	0.0073	-17	5	13
75	0.0074	74	19	33
76	0.0075	-50	-19	48
77	0.0076	23	19	62
78	0.0077	-14	80	33
79	0.0078	-28	-34	-37
80	0.0079	-68	23	104
81	0.0080	-64	27	46
82	0.0081	27	54	-46
83	0.0082	27	19	121
84	0.0083	-126	-10	71
85	0.0084	77	9	-40
86	0.0085	13	18	5
87	0.0086	-34	-65	39
88	0.0087	97	86	-29
89	0.0088	14	-31	23
90	0.0089	39	13	-21
91	0.0090	71	30	-16
92	0.0091	-46	20	-31
93	0.0092	23	70	37
94	0.0093	-41	-51	15
95	0.0094	-68	16	62
96	0.0095	-3	-11	-34
97	0.0096	15	-10	-57
98	0.0097	14	107	165
99	0.0098	-21	112	130
100	0.0099	65	-37	-74

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	211	-93	-892
2	0.001	208	9	-929
3	0.002	154	-274	-702
4	0.003	523	991	-717
5	0.004	779	2254	-742
6	0.005	-745	1186	12
7	0.006	-801	3158	-82
8	0.007	-736	441	86
9	0.008	-993	1289	130
10	0.009	-154	-19	-283
================================================================================

=== 采集时间: 2025-12-05 15:24:38 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-19	26	13
2	0.0001	-93	-10	1
3	0.0002	5	-42	-21
4	0.0003	-2	84	46
5	0.0004	19	-16	-6
6	0.0005	110	-15	-64
7	0.0006	-12	9	-29
8	0.0007	40	-42	-7
9	0.0008	22	50	9
10	0.0009	52	-12	82
11	0.0010	-25	57	40
12	0.0011	-23	-65	-25
13	0.0012	-31	37	16
14	0.0013	-104	20	93
15	0.0014	-47	56	54
16	0.0015	-14	-3	-34
17	0.0016	-3	-15	-29
18	0.0017	-44	-91	-20
19	0.0018	-7	30	3
20	0.0019	73	79	48
21	0.0020	40	47	30
22	0.0021	66	-37	-38
23	0.0022	43	-51	3
24	0.0023	6	69	-25
25	0.0024	24	20	44
26	0.0025	-109	83	71
27	0.0026	28	-87	-32
28	0.0027	-128	-54	14
29	0.0028	-85	-118	-57
30	0.0029	24	84	-2
31	0.0030	3	141	110
32	0.0031	58	77	57
33	0.0032	80	-138	-137
34	0.0033	-8	-106	-84
35	0.0034	-58	35	28
36	0.0035	48	186	69
37	0.0036	53	50	35
38	0.0037	10	-74	62
39	0.0038	-6	6	39
40	0.0039	-68	-37	37
41	0.0040	-67	107	36
42	0.0041	22	-31	-47
43	0.0042	-68	-11	28
44	0.0043	-67	-93	23
45	0.0044	-16	70	50
46	0.0045	-54	65	71
47	0.0046	-8	-49	-36
48	0.0047	27	-33	-21
49	0.0048	82	31	-50
50	0.0049	40	41	10
51	0.0050	9	69	148
52	0.0051	0	-29	-20
53	0.0052	58	19	-33
54	0.0053	-28	1	-6
55	0.0054	-47	-97	-46
56	0.0055	-25	75	-62
57	0.0056	-23	-4	78
58	0.0057	-53	75	127
59	0.0058	26	-45	70
60	0.0059	-37	88	87
61	0.0060	54	49	-3
62	0.0061	-54	13	31
63	0.0062	60	-15	83
64	0.0063	62	-45	-12
65	0.0064	5	-20	-63
66	0.0065	9	37	6
67	0.0066	-97	-7	-92
68	0.0067	92	-12	-36
69	0.0068	-33	23	118
70	0.0069	-62	-28	146
71	0.0070	-29	154	97
72	0.0071	31	28	-14
73	0.0072	52	35	-3
74	0.0073	31	5	-55
75	0.0074	80	-2	15
76	0.0075	-36	16	-45
77	0.0076	32	-12	19
78	0.0077	-58	39	95
79	0.0078	9	-8	14
80	0.0079	28	-78	-76
81	0.0080	46	37	-27
82	0.0081	-47	-36	-59
83	0.0082	37	87	93
84	0.0083	-122	44	165
85	0.0084	-17	10	52
86	0.0085	24	-4	-141
87	0.0086	-3	-40	18
88	0.0087	-33	-25	-63
89	0.0088	97	54	-23
90	0.0089	-38	1	58
91	0.0090	52	-14	22
92	0.0091	-75	18	105
93	0.0092	26	54	84
94	0.0093	-19	43	-24
95	0.0094	91	3	-3
96	0.0095	-25	18	10
97	0.0096	33	-58	-23
98	0.0097	-3	23	-6
99	0.0098	-85	-33	54
100	0.0099	16	30	-29

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-57	-213	-621
2	0.001	115	3235	-609
3	0.002	418	409	-704
4	0.003	117	2611	-641
5	0.004	175	-77	-655
6	0.005	649	619	-657
7	0.006	-547	-306	129
8	0.007	-850	1640	-109
9	0.008	-268	2424	-1070
10	0.009	-224	1876	-466
================================================================================

=== 采集时间: 2025-12-05 15:24:38 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
